model,stage,steer_layer,read_layer,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,refusal_rate,d_refusal,d_refusal_harmful,d_refusal_harmless,margin_shift,class_gap
qwen2.5-7b,C,6,27,R_harm,R_role,-0.5,0.5,0.003365552518516779,-0.0017610407550819219,0.008783288626000281,0.013599991798400879,0.00650479830801487,0.011199035681784153,0.005313879402820021,2.1075065564794224,0.37,-0.020000000000000018,-0.040000000000000036,0.0,0.21005859971046448,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,1.0,1.0,0.7519787549972534,0.7463142856955528,0.7576689958572388,0.0,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,1.0,1.0,-0.5203157663345337,-0.5252277836203575,-0.5153202295303345,-0.002800002694129944,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,2.4142346382141113
qwen2.5-7b,C,6,7,R_harm,R_role,1.0,1.0,-0.0033342360984534025,-0.003918639908079058,-0.0027831261977553368,-0.007600009441375732,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,1.0,1.0,0.05054983124136925,0.04630856243893504,0.05468362784013152,-0.002400040626525879,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,1.0,1.0,-0.04569828510284424,-0.052763609867542985,-0.03886040598154068,-0.006000041961669922,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,13.214834213256836
qwen2.5-7b,C,6,17,R_harm,R_role,1.0,1.0,-0.03372136503458023,-0.03775430917739868,-0.0296647107694298,0.009999997913837433,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,1.0,1.0,0.006751299370080233,0.0037717634171713144,0.009845991991460324,-0.0023999810218811035,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,1.0,1.0,-0.00901160016655922,-0.012863887450657785,-0.0052433420671150095,0.000800013542175293,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,150.81204223632812
qwen2.5-7b,C,6,27,R_harm,R_role,1.0,1.0,-0.018520744517445564,-0.026477317325770855,-0.010861028009094298,-0.0040000081062316895,0.020213013514876366,0.03407072275876999,0.016998634091578424,2.004321204587228,0.39,0.0,0.0,0.0,-0.44333985447883606,98.78836059570312
