model,stage,steer_layer,relative_depth,source,alpha,mean_kl,margin_shift
qwen3.5-9b,A,16,0.5161,R_harm,1.0,0.6564337015151978,4.227148532867432
qwen3.5-9b,A,16,0.5161,R_harm,-1.0,0.5541157722473145,-3.4966797828674316
qwen3.5-9b,A,16,0.5161,R_control,1.0,0.18185274302959442,1.791406273841858
qwen3.5-9b,A,16,0.5161,R_control,-1.0,0.20019154250621796,-1.5818359851837158
qwen3.5-9b,A,16,0.5161,R_role,1.0,0.13707353174686432,-2.048632860183716
qwen3.5-9b,A,16,0.5161,R_role,-1.0,0.19210778176784515,2.511914014816284
qwen3.5-9b,A,17,0.5484,R_harm,1.0,1.4285222291946411,6.509570121765137
qwen3.5-9b,A,17,0.5484,R_harm,-1.0,1.4400759935379028,-5.892382621765137
qwen3.5-9b,A,17,0.5484,R_control,1.0,0.3397931456565857,2.8607420921325684
qwen3.5-9b,A,17,0.5484,R_control,-1.0,0.3726213574409485,-2.494335889816284
qwen3.5-9b,A,17,0.5484,R_role,1.0,0.08257655799388885,-2.382617235183716
qwen3.5-9b,A,17,0.5484,R_role,-1.0,0.1508485972881317,2.5582032203674316
qwen3.5-9b,A,18,0.5806,R_harm,1.0,1.2149465084075928,7.094531059265137
qwen3.5-9b,A,18,0.5806,R_harm,-1.0,1.3586442470550537,-5.979882717132568
qwen3.5-9b,A,18,0.5806,R_control,1.0,0.3001134395599365,2.9544920921325684
qwen3.5-9b,A,18,0.5806,R_control,-1.0,0.38450536131858826,-2.8193359375
qwen3.5-9b,A,18,0.5806,R_role,1.0,0.06320073455572128,-2.2681641578674316
qwen3.5-9b,A,18,0.5806,R_role,-1.0,0.11911670118570328,3.3882813453674316
qwen3.5-9b,A,19,0.6129,R_harm,1.0,1.2050387859344482,6.817578315734863
qwen3.5-9b,A,19,0.6129,R_harm,-1.0,1.9714510440826416,-6.142773628234863
qwen3.5-9b,A,19,0.6129,R_control,1.0,0.3351207673549652,3.449414014816284
qwen3.5-9b,A,19,0.6129,R_control,-1.0,0.4323975145816803,-3.6263670921325684
qwen3.5-9b,A,19,0.6129,R_role,1.0,0.051094554364681244,-2.2251954078674316
qwen3.5-9b,A,19,0.6129,R_role,-1.0,0.09020955860614777,3.141894578933716
qwen3.5-9b,A,20,0.6452,R_harm,1.0,1.2535638809204102,6.446484565734863
qwen3.5-9b,A,20,0.6452,R_harm,-1.0,2.2878456115722656,-6.795117378234863
qwen3.5-9b,A,20,0.6452,R_control,1.0,0.381625771522522,3.832226514816284
qwen3.5-9b,A,20,0.6452,R_control,-1.0,0.5314285159111023,-4.134570121765137
qwen3.5-9b,A,20,0.6452,R_role,1.0,0.04139208793640137,-2.1177735328674316
qwen3.5-9b,A,20,0.6452,R_role,-1.0,0.07256880402565002,2.646679639816284
qwen3.5-9b,A,21,0.6774,R_harm,1.0,1.4557197093963623,6.875586032867432
qwen3.5-9b,A,21,0.6774,R_harm,-1.0,1.9721786975860596,-6.902929782867432
