model,stage,steer_layer,relative_depth,source,token_set,alpha,abs_alpha,mean_kl,margin_shift
qwen2.5-7b,B,17,0.6296,R_role,all_real,0.25,0.25,0.03683008998632431,0.3984375
qwen2.5-7b,B,17,0.6296,R_role,all_real,-0.25,0.25,0.026289647445082664,-0.33671873807907104
qwen2.5-7b,B,17,0.6296,R_role,all_real,0.5,0.5,0.1699295938014984,0.8462890386581421
qwen2.5-7b,B,17,0.6296,R_role,all_real,-0.5,0.5,0.12622758746147156,-0.5380859375
qwen2.5-7b,B,17,0.6296,R_role,all_real,1.0,1.0,0.837873101234436,1.5314452648162842
qwen2.5-7b,B,17,0.6296,R_role,all_real,-1.0,1.0,0.3801857531070709,-0.607226550579071
qwen2.5-7b,B,17,0.6296,R_role,all_real,2.0,2.0,3.0741007328033447,0.6556640863418579
qwen2.5-7b,B,17,0.6296,R_role,all_real,-2.0,2.0,1.2227630615234375,-0.5501953363418579
qwen2.5-7b,B,17,0.6296,R_role,all_real,4.0,4.0,11.24973201751709,-0.4599609375
qwen2.5-7b,B,17,0.6296,R_role,all_real,-4.0,4.0,5.787014007568359,-2.804492235183716
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,0.25,0.25,0.008589046075940132,0.4515624940395355
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,-0.25,0.25,0.008587973192334175,-0.32343751192092896
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,0.5,0.5,0.035751089453697205,1.0412108898162842
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,-0.5,0.5,0.02861718274652958,-0.5245116949081421
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,1.0,1.0,0.18081626296043396,2.8177733421325684
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,-1.0,1.0,0.08906422555446625,-0.766357421875
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,2.0,2.0,0.9974441528320312,7.066992282867432
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,-2.0,2.0,0.17768016457557678,-0.666015625
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,4.0,4.0,3.51898455619812,9.922460556030273
qwen2.5-7b,B,17,0.6296,R_harm,instruction_span,-4.0,4.0,0.4385451376438141,-0.2720703184604645
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,0.25,0.25,0.00682265916839242,0.587890625
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,-0.25,0.25,0.007827026769518852,-0.525390625
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,0.5,0.5,0.02676728367805481,1.2802734375
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,-0.5,0.5,0.02905532345175743,-1.00830078125
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,1.0,1.0,0.10802255570888519,2.750195264816284
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,-1.0,1.0,0.10922248661518097,-1.783593773841858
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,2.0,2.0,0.659765899181366,5.507616996765137
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,-2.0,2.0,0.3181948661804199,-2.7582030296325684
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,4.0,4.0,2.1051833629608154,7.7568359375
qwen2.5-7b,B,17,0.6296,R_control,instruction_span,-4.0,4.0,0.6282401084899902,-2.859179735183716
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,0.25,0.25,0.0031679547391831875,0.06875000149011612
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,-0.25,0.25,0.0030801761895418167,-0.08066406100988388
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,0.5,0.5,0.011556407436728477,0.17167969048023224
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,-0.5,0.5,0.012225029058754444,-0.15097656846046448
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,1.0,1.0,0.040545813739299774,0.3394531309604645
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,-1.0,1.0,0.04971490055322647,-0.24667969346046448
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,2.0,2.0,0.19634394347667694,0.6021484136581421
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,-2.0,2.0,0.14899995923042297,-0.38652342557907104
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,4.0,4.0,1.0138052701950073,0.7447265386581421
qwen2.5-7b,B,17,0.6296,R_role,instruction_span,-4.0,4.0,0.358758807182312,-0.7650390863418579
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,0.25,0.25,0.0022012805566191673,0.15957030653953552
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,-0.25,0.25,0.0026132294442504644,-0.13808593153953552
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,0.5,0.5,0.008288415148854256,0.33964842557907104
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,-0.5,0.5,0.007183469831943512,-0.19550780951976776
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,1.0,1.0,0.035893458873033524,0.8876953125
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,-1.0,1.0,0.015454876236617565,-0.3050781190395355
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,2.0,2.0,0.16457870602607727,2.738476514816284
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,-2.0,2.0,0.023360732942819595,-0.3140625059604645
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,4.0,4.0,0.5190748572349548,5.693554878234863
qwen2.5-7b,B,17,0.6296,R_harm,t_inst_only,-4.0,4.0,0.03380260244011879,-0.23203125596046448
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,0.25,0.25,0.0024230717681348324,0.18085937201976776
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,-0.25,0.25,0.0024459382984787226,-0.17734375596046448
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,0.5,0.5,0.0070802150294184685,0.40625
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,-0.5,0.5,0.007398379500955343,-0.32109373807907104
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,1.0,1.0,0.028192032128572464,0.8921874761581421
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,-1.0,1.0,0.018426593393087387,-0.539257824420929
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,2.0,2.0,0.109400175511837,2.033007860183716
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,-2.0,2.0,0.032321225851774216,-0.6996093988418579
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,4.0,4.0,0.21758487820625305,3.2787108421325684
qwen2.5-7b,B,17,0.6296,R_control,t_inst_only,-4.0,4.0,0.04588741809129715,-0.66796875
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,0.25,0.25,0.00126929534599185,0.04042968899011612
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,-0.25,0.25,0.0009775252547115088,-0.03574218600988388
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,0.5,0.5,0.003162308828905225,0.04921875149011612
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,-0.5,0.5,0.0030066256877034903,-0.09101562201976776
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,1.0,1.0,0.009095262736082077,0.14531250298023224
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,-1.0,1.0,0.009671339765191078,-0.13046875596046448
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,2.0,2.0,0.024846276268363,0.22812500596046448
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,-2.0,2.0,0.02342953160405159,-0.19472655653953552
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,4.0,4.0,0.04604406654834747,0.18593749403953552
qwen2.5-7b,B,17,0.6296,R_role,t_inst_only,-4.0,4.0,0.036340802907943726,-0.2884765565395355
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,0.25,0.25,0.027913834899663925,0.7933593988418579
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,-0.25,0.25,0.03297454118728638,-0.6923828125
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,0.5,0.5,0.11719369888305664,1.9083983898162842
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,-0.5,0.5,0.13598711788654327,-1.3154296875
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,1.0,1.0,0.8772073984146118,6.720117092132568
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,-1.0,1.0,0.735349178314209,-2.859668016433716
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,2.0,2.0,7.119437217712402,14.309179306030273
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,-2.0,2.0,3.74202036857605,-7.191015720367432
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,4.0,4.0,8.711750030517578,13.017773628234863
qwen2.5-7b,B,17,0.6296,R_harm,post_instruction,-4.0,4.0,6.744331359863281,-6.955664157867432
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,0.25,0.25,0.026388078927993774,1.5466797351837158
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,-0.25,0.25,0.02909097447991371,-1.4765625
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,0.5,0.5,0.10431893169879913,3.237109422683716
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,-0.5,0.5,0.12495677173137665,-2.8955078125
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,1.0,1.0,0.7045271396636963,7.934179782867432
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,-1.0,1.0,0.7918630838394165,-5.903710842132568
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,2.0,2.0,6.918992042541504,17.391992568969727
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,-2.0,2.0,4.9015889167785645,-13.7373046875
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,4.0,4.0,10.314026832580566,17.574804306030273
qwen2.5-7b,B,17,0.6296,R_control,post_instruction,-4.0,4.0,9.479120254516602,-17.929101943969727
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,0.25,0.25,0.01845698058605194,0.2935546934604645
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,-0.25,0.25,0.01278858631849289,-0.2972656190395355
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,0.5,0.5,0.08449013531208038,0.633593738079071
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,-0.5,0.5,0.06235039234161377,-0.5103515386581421
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,1.0,1.0,0.4016802906990051,1.3123047351837158
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,-1.0,1.0,0.23722676932811737,-0.825976550579071
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,2.0,2.0,1.8687700033187866,1.820898413658142
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,-2.0,2.0,0.8485618829727173,-1.115820288658142
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,4.0,4.0,6.416808128356934,3.246289014816284
qwen2.5-7b,B,17,0.6296,R_role,post_instruction,-4.0,4.0,4.413898944854736,-2.7017579078674316
qwen2.5-7b,B,18,0.6667,R_harm,all_real,0.25,0.25,0.06483519822359085,2.125195264816284
qwen2.5-7b,B,18,0.6667,R_harm,all_real,-0.25,0.25,0.0894450843334198,-1.809228539466858
qwen2.5-7b,B,18,0.6667,R_harm,all_real,0.5,0.5,0.37272053956985474,5.652148246765137
qwen2.5-7b,B,18,0.6667,R_harm,all_real,-0.5,0.5,0.413394033908844,-3.9981689453125
qwen2.5-7b,B,18,0.6667,R_harm,all_real,1.0,1.0,3.661419630050659,12.123242378234863
qwen2.5-7b,B,18,0.6667,R_harm,all_real,-1.0,1.0,3.9557182788848877,-11.085351943969727
qwen2.5-7b,B,18,0.6667,R_harm,all_real,2.0,2.0,7.360528469085693,12.800976753234863
qwen2.5-7b,B,18,0.6667,R_harm,all_real,-2.0,2.0,9.92141342163086,-14.670507431030273
qwen2.5-7b,B,18,0.6667,R_harm,all_real,4.0,4.0,7.095869541168213,9.554491996765137
qwen2.5-7b,B,18,0.6667,R_harm,all_real,-4.0,4.0,12.102916717529297,-5.13201904296875
qwen2.5-7b,B,18,0.6667,R_control,all_real,0.25,0.25,0.05847920849919319,3.048632860183716
qwen2.5-7b,B,18,0.6667,R_control,all_real,-0.25,0.25,0.07973013818264008,-2.8358397483825684
qwen2.5-7b,B,18,0.6667,R_control,all_real,0.5,0.5,0.3661905527114868,7.070116996765137
qwen2.5-7b,B,18,0.6667,R_control,all_real,-0.5,0.5,0.3926214873790741,-5.8720703125
qwen2.5-7b,B,18,0.6667,R_control,all_real,1.0,1.0,4.27895450592041,15.845898628234863
qwen2.5-7b,B,18,0.6667,R_control,all_real,-1.0,1.0,3.8787243366241455,-13.649999618530273
qwen2.5-7b,B,18,0.6667,R_control,all_real,2.0,2.0,11.26508903503418,19.671680450439453
qwen2.5-7b,B,18,0.6667,R_control,all_real,-2.0,2.0,10.088885307312012,-21.166210174560547
qwen2.5-7b,B,18,0.6667,R_control,all_real,4.0,4.0,8.619123458862305,13.448681831359863
qwen2.5-7b,B,18,0.6667,R_control,all_real,-4.0,4.0,12.956059455871582,-18.604761123657227
qwen2.5-7b,B,18,0.6667,R_role,all_real,0.25,0.25,0.023605739697813988,0.26582032442092896
qwen2.5-7b,B,18,0.6667,R_role,all_real,-0.25,0.25,0.015591049566864967,-0.19062499701976776
qwen2.5-7b,B,18,0.6667,R_role,all_real,0.5,0.5,0.11129122972488403,0.6322265863418579
qwen2.5-7b,B,18,0.6667,R_role,all_real,-0.5,0.5,0.056978631764650345,-0.24199219048023224
qwen2.5-7b,B,18,0.6667,R_role,all_real,1.0,1.0,0.5947389006614685,1.4013671875
qwen2.5-7b,B,18,0.6667,R_role,all_real,-1.0,1.0,0.19974245131015778,-0.14082030951976776
qwen2.5-7b,B,18,0.6667,R_role,all_real,2.0,2.0,2.5045559406280518,2.2041015625
qwen2.5-7b,B,18,0.6667,R_role,all_real,-2.0,2.0,0.9177219271659851,-0.22285155951976776
qwen2.5-7b,B,18,0.6667,R_role,all_real,4.0,4.0,5.931380271911621,0.695117175579071
qwen2.5-7b,B,18,0.6667,R_role,all_real,-4.0,4.0,4.9551544189453125,-1.4240233898162842
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,0.25,0.25,0.0024820058606565,0.20859375596046448
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,-0.25,0.25,0.0029693555552512407,-0.17929688096046448
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,0.5,0.5,0.00868495088070631,0.39921873807907104
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,-0.5,0.5,0.008332742378115654,-0.35205078125
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,1.0,1.0,0.03417576104402542,0.7748047113418579
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,-1.0,1.0,0.027257293462753296,-0.548144519329071
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,2.0,2.0,0.11373056471347809,1.1662108898162842
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,-2.0,2.0,0.0952000841498375,-0.659960925579071
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,4.0,4.0,0.4129435122013092,1.3748047351837158
qwen2.5-7b,B,18,0.6667,R_harm,instruction_span,-4.0,4.0,0.4955812394618988,-0.5755859613418579
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,0.25,0.25,0.002564915455877781,0.24687500298023224
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,-0.25,0.25,0.002871748758479953,-0.26347655057907104
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,0.5,0.5,0.008913573808968067,0.466796875
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,-0.5,0.5,0.009136376902461052,-0.4761718809604645
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,1.0,1.0,0.02880028448998928,0.6919921636581421
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,-1.0,1.0,0.034404460340738297,-0.807812511920929
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,2.0,2.0,0.08134471625089645,0.5455077886581421
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,-2.0,2.0,0.12239603698253632,-1.111718773841858
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,4.0,4.0,0.5502508282661438,0.4818359315395355
qwen2.5-7b,B,18,0.6667,R_control,instruction_span,-4.0,4.0,0.44832339882850647,-1.2498047351837158
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,0.25,0.25,0.0020916208159178495,-0.078125
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,-0.25,0.25,0.0018784049898386002,0.06601562350988388
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,0.5,0.5,0.005971948616206646,-0.1064453125
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,-0.5,0.5,0.00571103859692812,0.11406250298023224
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,1.0,1.0,0.02284163609147072,-0.17519530653953552
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,-1.0,1.0,0.017755240201950073,0.25117188692092896
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,2.0,2.0,0.08511332422494888,-0.2529296875
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,-2.0,2.0,0.05943162366747856,0.4521484375
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,4.0,4.0,0.30021125078201294,-0.3755859434604645
qwen2.5-7b,B,18,0.6667,R_role,instruction_span,-4.0,4.0,0.20284175872802734,0.5322265625
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,0.25,0.25,0.0007983777904883027,0.09199218451976776
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,-0.25,0.25,0.0009230080177076161,-0.06386718899011612
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,0.5,0.5,0.0022345588076859713,0.18476562201976776
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,-0.5,0.5,0.001613968750461936,-0.11328125
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,1.0,1.0,0.006939867045730352,0.37031251192092896
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,-1.0,1.0,0.0031756232492625713,-0.17656250298023224
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,2.0,2.0,0.015426713041961193,0.6041015386581421
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,-2.0,2.0,0.008839084766805172,-0.21699218451976776
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,4.0,4.0,0.024141991510987282,0.44999998807907104
qwen2.5-7b,B,18,0.6667,R_harm,t_inst_only,-4.0,4.0,0.013290872797369957,-0.1953125
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,0.25,0.25,0.0008891181205399334,0.09238281100988388
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,-0.25,0.25,0.0007926827529445291,-0.08222655951976776
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,0.5,0.5,0.002517975866794586,0.19707031548023224
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,-0.5,0.5,0.002008808543905616,-0.18925781548023224
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,1.0,1.0,0.006857631262391806,0.3382812440395355
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,-1.0,1.0,0.00423318799585104,-0.26347655057907104
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,2.0,2.0,0.013840178027749062,0.3267578184604645
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,-2.0,2.0,0.009959989227354527,-0.4111328125
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,4.0,4.0,0.017532547935843468,0.15410156548023224
qwen2.5-7b,B,18,0.6667,R_control,t_inst_only,-4.0,4.0,0.013893911615014076,-0.462890625
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,0.25,0.25,0.0007793268887326121,-0.01113281212747097
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,-0.25,0.25,0.000645357882604003,-0.01230468787252903
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,0.5,0.5,0.0014219993026927114,-0.02871093712747097
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,-0.5,0.5,0.001281955512240529,-0.0011718750465661287
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,1.0,1.0,0.003718613414093852,-0.07851562649011612
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,-1.0,1.0,0.002558997133746743,0.01406249962747097
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,2.0,2.0,0.009094305336475372,-0.1728515625
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,-2.0,2.0,0.006004623603075743,0.01718750037252903
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,4.0,4.0,0.011333825066685677,-0.29511719942092896
qwen2.5-7b,B,18,0.6667,R_role,t_inst_only,-4.0,4.0,0.008947006426751614,-0.00937500037252903
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,0.25,0.25,0.04899381846189499,1.824804663658142
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,-0.25,0.25,0.05913384631276131,-1.6447265148162842
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,0.5,0.5,0.2394377738237381,4.602929592132568
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,-0.5,0.5,0.2775413691997528,-3.584423780441284
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,1.0,1.0,3.1642861366271973,12.412304878234863
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,-1.0,1.0,2.894365072250366,-9.75
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,2.0,2.0,8.507684707641602,15.031054496765137
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,-2.0,2.0,8.95387077331543,-15.834912300109863
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,4.0,4.0,8.315715789794922,11.530664443969727
qwen2.5-7b,B,18,0.6667,R_harm,post_instruction,-4.0,4.0,12.922144889831543,-7.856310844421387
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,0.25,0.25,0.04626620560884476,2.642773389816284
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,-0.25,0.25,0.057923488318920135,-2.480175733566284
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,0.5,0.5,0.2668421268463135,6.073632717132568
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,-0.5,0.5,0.2662959098815918,-5.137109279632568
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,1.0,1.0,3.852404832839966,15.6064453125
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,-1.0,1.0,2.8725810050964355,-12.032812118530273
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,2.0,2.0,11.932587623596191,20.973241806030273
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,-2.0,2.0,9.410712242126465,-20.992578506469727
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,4.0,4.0,10.818387985229492,17.372461318969727
qwen2.5-7b,B,18,0.6667,R_control,post_instruction,-4.0,4.0,13.878939628601074,-21.489948272705078
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,0.25,0.25,0.015269984491169453,0.2861328125
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,-0.25,0.25,0.010829689912497997,-0.24843749403953552
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,0.5,0.5,0.06780152022838593,0.6001952886581421
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,-0.5,0.5,0.039472296833992004,-0.4302734434604645
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,1.0,1.0,0.34962812066078186,1.2763671875
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,-1.0,1.0,0.1433418244123459,-0.6490234136581421
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,2.0,2.0,1.7393505573272705,2.267773389816284
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,-2.0,2.0,0.681114137172699,-1.0095703601837158
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,4.0,4.0,6.192133903503418,1.2580077648162842
qwen2.5-7b,B,18,0.6667,R_role,post_instruction,-4.0,4.0,4.209278106689453,-2.4306640625
qwen2.5-7b,B,20,0.7407,R_harm,all_real,0.25,0.25,0.052378617227077484,2.3451170921325684
qwen2.5-7b,B,20,0.7407,R_harm,all_real,-0.25,0.25,0.0756269097328186,-2.071484327316284
qwen2.5-7b,B,20,0.7407,R_harm,all_real,0.5,0.5,0.22292491793632507,5.438086032867432
qwen2.5-7b,B,20,0.7407,R_harm,all_real,-0.5,0.5,0.31366366147994995,-4.384375095367432
qwen2.5-7b,B,20,0.7407,R_harm,all_real,1.0,1.0,1.9822670221328735,11.192773818969727
qwen2.5-7b,B,20,0.7407,R_harm,all_real,-1.0,1.0,2.7743070125579834,-10.1025390625
qwen2.5-7b,B,20,0.7407,R_harm,all_real,2.0,2.0,7.109911918640137,13.736523628234863
qwen2.5-7b,B,20,0.7407,R_harm,all_real,-2.0,2.0,8.03861141204834,-13.3779296875
qwen2.5-7b,B,20,0.7407,R_harm,all_real,4.0,4.0,7.652925968170166,12.504297256469727
qwen2.5-7b,B,20,0.7407,R_harm,all_real,-4.0,4.0,9.585813522338867,-8.808758735656738
qwen2.5-7b,B,20,0.7407,R_control,all_real,0.25,0.25,0.04898093268275261,3.124218702316284
qwen2.5-7b,B,20,0.7407,R_control,all_real,-0.25,0.25,0.07476343214511871,-3.166015625
qwen2.5-7b,B,20,0.7407,R_control,all_real,0.5,0.5,0.2537204325199127,6.6123046875
qwen2.5-7b,B,20,0.7407,R_control,all_real,-0.5,0.5,0.349043071269989,-6.6103515625
qwen2.5-7b,B,20,0.7407,R_control,all_real,1.0,1.0,2.7435059547424316,13.6083984375
qwen2.5-7b,B,20,0.7407,R_control,all_real,-1.0,1.0,3.6927313804626465,-13.313867568969727
qwen2.5-7b,B,20,0.7407,R_control,all_real,2.0,2.0,9.046072006225586,17.458398818969727
qwen2.5-7b,B,20,0.7407,R_control,all_real,-2.0,2.0,8.92878532409668,-17.597070693969727
qwen2.5-7b,B,20,0.7407,R_control,all_real,4.0,4.0,8.068002700805664,13.438146591186523
qwen2.5-7b,B,20,0.7407,R_control,all_real,-4.0,4.0,9.546723365783691,-14.154376029968262
qwen2.5-7b,B,20,0.7407,R_role,all_real,0.25,0.25,0.01567360945045948,0.17304687201976776
qwen2.5-7b,B,20,0.7407,R_role,all_real,-0.25,0.25,0.01251693069934845,-0.11054687201976776
qwen2.5-7b,B,20,0.7407,R_role,all_real,0.5,0.5,0.06589826196432114,0.4443359375
qwen2.5-7b,B,20,0.7407,R_role,all_real,-0.5,0.5,0.04489702731370926,-0.17792968451976776
qwen2.5-7b,B,20,0.7407,R_role,all_real,1.0,1.0,0.32820597290992737,1.1623046398162842
qwen2.5-7b,B,20,0.7407,R_role,all_real,-1.0,1.0,0.15822526812553406,-0.15898437798023224
qwen2.5-7b,B,20,0.7407,R_role,all_real,2.0,2.0,1.4524767398834229,3.1669921875
qwen2.5-7b,B,20,0.7407,R_role,all_real,-2.0,2.0,0.5962257981300354,-0.22285155951976776
qwen2.5-7b,B,20,0.7407,R_role,all_real,4.0,4.0,4.677145004272461,7.271288871765137
qwen2.5-7b,B,20,0.7407,R_role,all_real,-4.0,4.0,3.5170111656188965,-1.406835913658142
qwen2.5-7b,B,20,0.7407,R_harm,instruction_span,0.25,0.25,0.0011712334817275405,0.0166015625
qwen2.5-7b,B,20,0.7407,R_harm,instruction_span,-0.25,0.25,0.002152827102690935,0.007617187686264515
qwen2.5-7b,B,20,0.7407,R_harm,instruction_span,0.5,0.5,0.004743764642626047,0.03066406212747097
