model,stage,steer_layer,read_layer,read_position,gate_read_layer,relative_read_depth,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,refusal_rate,d_refusal,d_refusal_harmful,d_refusal_harmless,margin_shift,class_gap
qwen2.5-7b,C,6,16,t_inst,False,0.5926,R_harm,R_role,0.25,0.25,0.0033393800258636475,0.002423519268631935,0.004226566292345524,-0.0040000081062316895,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,15.900063514709473
qwen2.5-7b,C,6,16,t_post_inst,False,0.5926,R_harm,R_harm,0.25,0.25,0.017932647839188576,0.0166070107370615,0.019192524254322052,-0.0004000067710876465,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,20.231300354003906
qwen2.5-7b,C,6,16,t_post_inst,False,0.5926,R_harm,R_control,0.25,0.25,-0.008432412520051003,-0.009994486346840858,-0.0067949858494102955,0.0003999471664428711,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,20.40221405029297
qwen2.5-7b,C,6,16,t_post_inst,False,0.5926,R_harm,R_role,0.25,0.25,-0.010040477849543095,-0.011159262619912624,-0.008955784142017365,0.0,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,21.879907608032227
qwen2.5-7b,C,6,17,t_inst,True,0.6296,R_harm,R_harm,0.25,0.25,0.0003985621442552656,-0.00013754653627984226,0.0009701343369670212,-0.0004000067710876465,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,31.923948287963867
qwen2.5-7b,C,6,17,t_inst,True,0.6296,R_harm,R_role,0.25,0.25,0.002004537032917142,0.0010984307155013084,0.0029415010940283537,-0.001600027084350586,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,17.744375228881836
qwen2.5-7b,C,6,17,t_post_inst,True,0.6296,R_harm,R_harm,0.25,0.25,0.011795898899435997,0.010407596826553345,0.01310297567397356,0.0,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,23.48172378540039
qwen2.5-7b,C,6,17,t_post_inst,True,0.6296,R_harm,R_control,0.25,0.25,-0.00708469795063138,-0.008525626733899117,-0.005648433230817318,0.0,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,25.625267028808594
qwen2.5-7b,C,6,17,t_post_inst,True,0.6296,R_harm,R_role,0.25,0.25,-0.007883181795477867,-0.00904393196105957,-0.006684350315481424,0.0007999986410140991,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,22.747817993164062
qwen2.5-7b,C,6,18,t_inst,False,0.6667,R_harm,R_harm,0.25,0.25,-3.312320404802449e-05,-0.0006153464782983065,0.00054463668493554,0.0,0.0026423854287713766,0.004438638687133789,0.0023214254033518955,1.912031582287701,0.39,0.0,0.0,0.0,-0.10003906488418579,36.157508850097656
