concept,layer,relative_depth,train_auc,auc,auc_ci_low,auc_ci_high,length_only_auc,random_auc,model
R_control_unbalanced,18,0.6667,0.9929623007774352,0.992729127407074,0.9819867014884948,1.0,0.3684110939502716,0.4074756801128387,qwen2.5-7b
R_control_unbalanced,19,0.7037,0.996128261089325,0.9932411909103394,0.9836737513542176,1.0,0.3684110939502716,0.8629800081253052,qwen2.5-7b
R_control_unbalanced,20,0.7407,0.9974390268325806,0.9935483932495116,0.9845902919769288,0.9996358156204224,0.3684110939502716,0.2188428044319152,qwen2.5-7b
R_control_unbalanced,21,0.7778,0.9974188208580016,0.9933435916900636,0.9835374355316162,0.9998188018798828,0.3684110939502716,0.3104966580867767,qwen2.5-7b
R_control_unbalanced,22,0.8148,0.9974188208580016,0.9921147227287292,0.97999769449234,0.999707579612732,0.3684110939502716,0.5548387169837952,qwen2.5-7b
R_control_unbalanced,23,0.8519,0.9972978234291076,0.9929339289665222,0.9819461703300476,0.9998188018798828,0.3684110939502716,0.0813108012080192,qwen2.5-7b
R_control_unbalanced,24,0.8889,0.996148407459259,0.9924219250679016,0.9796472787857056,0.9998010396957396,0.3684110939502716,0.2473118305206298,qwen2.5-7b
R_control_unbalanced,25,0.9259,0.9956644773483276,0.9920122623443604,0.9795411825180054,0.9994020462036132,0.3684110939502716,0.5342549681663513,qwen2.5-7b
R_control_unbalanced,26,0.963,0.9957451224327089,0.9922171235084534,0.9799965023994446,0.999636173248291,0.3684110939502716,0.4105478823184967,qwen2.5-7b
R_control_unbalanced,27,1.0,0.9951401352882384,0.9929339289665222,0.9818033576011658,0.999636173248291,0.3684110939502716,0.4659498333930969,qwen2.5-7b
R_control_preguard,0,0.0,0.7867084741592407,0.7259989976882935,0.6032897233963013,0.8231010437011719,0.4243775010108948,0.4960158765316009,qwen2.5-7b
R_control_preguard,1,0.037,0.7829118967056274,0.7205781936645508,0.5902939438819885,0.823713481426239,0.4243775010108948,0.610651969909668,qwen2.5-7b
R_control_preguard,2,0.0741,0.7633646726608276,0.6881424188613892,0.5647591948509216,0.7875251173973083,0.4243775010108948,0.4096092879772186,qwen2.5-7b
R_control_preguard,3,0.1111,0.7256426215171814,0.659201979637146,0.5362275838851929,0.7600536346435547,0.4243775010108948,0.4502206742763519,qwen2.5-7b
R_control_preguard,4,0.1481,0.7431870698928833,0.6873130202293396,0.579105794429779,0.7798172831535339,0.4243775010108948,0.4418969750404358,qwen2.5-7b
R_control_preguard,5,0.1852,0.7830895185470581,0.7377884387969971,0.6256911754608154,0.8304218053817749,0.4243775010108948,0.3679315149784088,qwen2.5-7b
R_control_preguard,6,0.2222,0.7871682047843933,0.7415207624435425,0.6339603066444397,0.8316600322723389,0.4243775010108948,0.594271183013916,qwen2.5-7b
R_control_preguard,7,0.2593,0.8123824596405029,0.7654255032539368,0.6647371053695679,0.8541920781135559,0.4243775010108948,0.6120738387107849,qwen2.5-7b
